#    L    TT             EE             BB             TE          
  1114   0.124557E+04   0.174422E+02   0.984537E-01  -0.625280E+02
  1115   0.124660E+04   0.172554E+02   0.984816E-01  -0.617795E+02
  1116   0.124756E+04   0.170727E+02   0.985088E-01  -0.610192E+02
  1117   0.124838E+04   0.168939E+02   0.985353E-01  -0.602487E+02
  1118   0.124913E+04   0.167199E+02   0.985612E-01  -0.594664E+02
  1119   0.124990E+04   0.165490E+02   0.985862E-01  -0.586752E+02
  1120   0.125053E+04   0.163829E+02   0.986105E-01  -0.578743E+02
  1121   0.125109E+04   0.162207E+02   0.986341E-01  -0.570631E+02
  1122   0.125159E+04   0.160624E+02   0.986569E-01  -0.562443E+02
  1123   0.125195E+04   0.159095E+02   0.986788E-01  -0.554172E+02
  1124   0.125232E+04   0.157599E+02   0.986999E-01  -0.545818E+02
  1125   0.125255E+04   0.156149E+02   0.987202E-01  -0.537380E+02
  1126   0.125272E+04   0.154746E+02   0.987396E-01  -0.528881E+02
  1127   0.125282E+04   0.153382E+02   0.987581E-01  -0.520311E+02
  1128   0.125286E+04   0.152071E+02   0.987757E-01  -0.511686E+02
  1129   0.125284E+04   0.150808E+02   0.987924E-01  -0.502990E+02
  1130   0.125260E+04   0.149583E+02   0.988082E-01  -0.494245E+02
  1131   0.125244E+04   0.148405E+02   0.988231E-01  -0.485458E+02
  1132   0.125215E+04   0.147274E+02   0.988369E-01  -0.476613E+02
  1133   0.125172E+04   0.146196E+02   0.988498E-01  -0.467733E+02
  1134   0.125130E+04   0.145157E+02   0.988617E-01  -0.458809E+02
  1135   0.125074E+04   0.144164E+02   0.988726E-01  -0.449849E+02
  1136   0.125012E+04   0.143226E+02   0.988825E-01  -0.440874E+02
  1137   0.124943E+04   0.142326E+02   0.988914E-01  -0.431854E+02
  1138   0.124868E+04   0.141487E+02   0.988992E-01  -0.422825E+02
  1139   0.124786E+04   0.140680E+02   0.989059E-01  -0.413765E+02
  1140   0.124691E+04   0.139934E+02   0.989116E-01  -0.404703E+02
  1141   0.124589E+04   0.139219E+02   0.989162E-01  -0.395623E+02
  1142   0.124480E+04   0.138565E+02   0.989197E-01  -0.386540E+02
  1143   0.124366E+04   0.137951E+02   0.989221E-01  -0.377461E+02
  1144   0.124229E+04   0.137382E+02   0.989233E-01  -0.368386E+02
  1145   0.124102E+04   0.136875E+02   0.989235E-01  -0.359313E+02
  1146   0.123960E+04   0.136407E+02   0.989225E-01  -0.350249E+02
  1147   0.123812E+04   0.135992E+02   0.989204E-01  -0.341202E+02
  1148   0.123650E+04   0.135617E+02   0.989171E-01  -0.332171E+02
  1149   0.123489E+04   0.135295E+02   0.989127E-01  -0.323171E+02
  1150   0.123313E+04   0.135019E+02   0.989071E-01  -0.314192E+02
  1151   0.123139E+04   0.134790E+02   0.989004E-01  -0.305243E+02
  1152   0.122944E+04   0.134608E+02   0.988924E-01  -0.296330E+02
  1153   0.122756E+04   0.134479E+02   0.988833E-01  -0.287460E+02
  1154   0.122555E+04   0.134396E+02   0.988730E-01  -0.278618E+02
  1155   0.122347E+04   0.134360E+02   0.988615E-01  -0.269826E+02
  1156   0.122125E+04   0.134363E+02   0.988488E-01  -0.261091E+02
  1157   0.121897E+04   0.134413E+02   0.988349E-01  -0.252397E+02
  1158   0.121670E+04   0.134516E+02   0.988198E-01  -0.243767E+02
  1159   0.121435E+04   0.134658E+02   0.988035E-01  -0.235192E+02
  1160   0.121180E+04   0.134855E+02   0.987861E-01  -0.226695E+02
  1161   0.120933E+04   0.135090E+02   0.987674E-01  -0.218253E+02
  1162   0.120671E+04   0.135372E+02   0.987474E-01  -0.209887E+02
  1163   0.120404E+04   0.135700E+02   0.987263E-01  -0.201597E+02
  1164   0.120136E+04   0.136075E+02   0.987040E-01  -0.193384E+02
  1165   0.119855E+04   0.136489E+02   0.986805E-01  -0.185245E+02
  1166   0.119560E+04   0.136950E+02   0.986557E-01  -0.177197E+02
  1167   0.119273E+04   0.137450E+02   0.986298E-01  -0.169238E+02
  1168   0.118972E+04   0.137997E+02   0.986027E-01  -0.161361E+02
  1169   0.118672E+04   0.138583E+02   0.985744E-01  -0.153595E+02
  1170   0.118365E+04   0.139209E+02   0.985448E-01  -0.145910E+02
  1171   0.118043E+04   0.139881E+02   0.985141E-01  -0.138336E+02
  1172   0.117723E+04   0.140593E+02   0.984822E-01  -0.130864E+02
  1173   0.117396E+04   0.141345E+02   0.984491E-01  -0.123494E+02
  1174   0.117062E+04   0.142129E+02   0.984149E-01  -0.116238E+02
  1175   0.116721E+04   0.142953E+02   0.983794E-01  -0.109093E+02
  1176   0.116366E+04   0.143816E+02   0.983428E-01  -0.102067E+02
  1177   0.116019E+04   0.144727E+02   0.983050E-01  -0.951561E+01
  1178   0.115658E+04   0.145662E+02   0.982661E-01  -0.883654E+01
  1179   0.115305E+04   0.146653E+02   0.982261E-01  -0.816973E+01
  1180   0.114937E+04   0.147676E+02   0.981848E-01  -0.751545E+01
  1181   0.114570E+04   0.148725E+02   0.981425E-01  -0.687395E+01
  1182   0.114189E+04   0.149814E+02   0.980990E-01  -0.624552E+01
  1183   0.113809E+04   0.150936E+02   0.980544E-01  -0.563028E+01
  1184   0.113421E+04   0.152083E+02   0.980087E-01  -0.502858E+01
  1185   0.113034E+04   0.153278E+02   0.979619E-01  -0.444049E+01
  1186   0.112640E+04   0.154500E+02   0.979140E-01  -0.386642E+01
  1187   0.112246E+04   0.155754E+02   0.978651E-01  -0.330647E+01
  1188   0.111845E+04   0.157035E+02   0.978150E-01  -0.276099E+01
  1189   0.111438E+04   0.158349E+02   0.977639E-01  -0.222989E+01
  1190   0.111030E+04   0.159689E+02   0.977117E-01  -0.171359E+01
  1191   0.110616E+04   0.161063E+02   0.976585E-01  -0.121199E+01
  1192   0.110202E+04   0.162463E+02   0.976043E-01  -0.725528E+00
  1193   0.109780E+04   0.163890E+02   0.975490E-01  -0.254179E+00
  1194   0.109360E+04   0.165344E+02   0.974928E-01   0.201998E+00
  1195   0.108939E+04   0.166825E+02   0.974355E-01   0.642720E+00
  1196   0.108504E+04   0.168339E+02   0.973772E-01   0.106756E+01
  1197   0.108076E+04   0.169866E+02   0.973180E-01   0.147682E+01
  1198   0.107641E+04   0.171421E+02   0.972578E-01   0.186911E+01
  1199   0.107206E+04   0.172995E+02   0.971967E-01   0.224666E+01
  1200   0.106764E+04   0.174596E+02   0.971346E-01   0.260793E+01
  1201   0.106330E+04   0.176210E+02   0.970716E-01   0.295219E+01
  1202   0.105881E+04   0.177860E+02   0.970077E-01   0.328093E+01
  1203   0.105439E+04   0.179522E+02   0.969429E-01   0.359268E+01
  1204   0.104990E+04   0.181204E+02   0.968772E-01   0.388821E+01
  1205   0.104541E+04   0.182893E+02   0.968107E-01   0.416678E+01
  1206   0.104092E+04   0.184609E+02   0.967433E-01   0.442916E+01
  1207   0.103650E+04   0.186338E+02   0.966751E-01   0.467386E+01
  1208   0.103201E+04   0.188089E+02   0.966060E-01   0.490312E+01
  1209   0.102745E+04   0.189845E+02   0.965362E-01   0.511548E+01
  1210   0.102296E+04   0.191615E+02   0.964655E-01   0.531018E+01
  1211   0.101840E+04   0.193406E+02   0.963941E-01   0.548799E+01
  1212   0.101390E+04   0.195204E+02   0.963219E-01   0.564965E+01
  1213   0.100934E+04   0.197008E+02   0.962490E-01   0.579517E+01
  1214   0.100485E+04   0.198833E+02   0.961754E-01   0.592305E+01
  1215   0.100035E+04   0.200658E+02   0.961010E-01   0.603405E+01
  1216   0.995856E+03   0.202497E+02   0.960260E-01   0.612816E+01
  1217   0.991210E+03   0.204342E+02   0.959503E-01   0.620613E+01
  1218   0.986711E+03   0.206203E+02   0.958740E-01   0.626647E+01
  1219   0.982136E+03   0.208055E+02   0.957970E-01   0.631140E+01
  1220   0.977634E+03   0.209915E+02   0.957194E-01   0.633869E+01
  1221   0.973129E+03   0.211775E+02   0.956412E-01   0.634982E+01
  1222   0.968621E+03   0.213650E+02   0.955624E-01   0.634329E+01
  1223   0.964111E+03   0.215525E+02   0.954831E-01   0.632207E+01
  1224   0.959598E+03   0.217385E+02   0.954032E-01   0.628243E+01
  1225   0.955156E+03   0.219261E+02   0.953229E-01   0.622658E+01
  1226   0.950711E+03   0.221130E+02   0.952420E-01   0.615527E+01
  1227   0.946337E+03   0.222999E+02   0.951606E-01   0.606698E+01
  1228   0.941885E+03   0.224870E+02   0.950788E-01   0.596318E+01
  1229   0.937503E+03   0.226734E+02   0.949965E-01   0.584238E+01
  1230   0.932969E+03   0.228591E+02   0.949138E-01   0.570678E+01
  1231   0.928579E+03   0.230450E+02   0.948307E-01   0.555488E+01
  1232   0.924185E+03   0.232295E+02   0.947473E-01   0.538815E+01
  1233   0.919935E+03   0.234149E+02   0.946634E-01   0.520432E+01
  1234   0.915606E+03   0.235982E+02   0.945793E-01   0.500635E+01
  1235   0.911570E+03   0.237817E+02   0.944948E-01   0.479273E+01
  1236   0.907380E+03   0.239631E+02   0.944100E-01   0.456417E+01
  1237   0.903184E+03   0.241440E+02   0.943250E-01   0.431991E+01
  1238   0.899058E+03   0.243244E+02   0.942397E-01   0.406065E+01
  1239   0.894926E+03   0.245027E+02   0.941541E-01   0.378637E+01
  1240   0.890788E+03   0.246805E+02   0.940684E-01   0.349853E+01
  1241   0.886793E+03   0.248564E+02   0.939824E-01   0.319559E+01
  1242   0.882717E+03   0.250325E+02   0.938963E-01   0.287976E+01
  1243   0.878710E+03   0.252051E+02   0.938100E-01   0.254781E+01
  1244   0.874771E+03   0.253780E+02   0.937236E-01   0.220348E+01
  1245   0.870899E+03   0.255490E+02   0.936371E-01   0.184512E+01
  1246   0.867020E+03   0.257173E+02   0.935505E-01   0.147438E+01
  1247   0.863135E+03   0.258844E+02   0.934638E-01   0.108966E+01
  1248   0.859317E+03   0.260497E+02   0.933771E-01   0.691602E+00
  1249   0.855567E+03   0.262145E+02   0.932903E-01   0.281045E+00
  1250   0.851883E+03   0.263760E+02   0.932035E-01  -0.142203E+00
  1251   0.848192E+03   0.265348E+02   0.931167E-01  -0.578033E+00
  1252   0.844642E+03   0.266933E+02   0.930300E-01  -0.102625E+01
  1253   0.841010E+03   0.268484E+02   0.929433E-01  -0.148622E+01
  1254   0.837444E+03   0.270010E+02   0.928567E-01  -0.195788E+01
  1255   0.833945E+03   0.271525E+02   0.927701E-01  -0.244113E+01
  1256   0.830586E+03   0.273006E+02   0.926837E-01  -0.293537E+01
  1257   0.827220E+03   0.274470E+02   0.925974E-01  -0.344058E+01
  1258   0.823845E+03   0.275901E+02   0.925112E-01  -0.395640E+01
  1259   0.820536E+03   0.277313E+02   0.924252E-01  -0.448257E+01
  1260   0.817292E+03   0.278693E+02   0.923393E-01  -0.501876E+01
  1261   0.814115E+03   0.280056E+02   0.922536E-01  -0.556479E+01
  1262   0.811003E+03   0.281393E+02   0.921682E-01  -0.612018E+01
  1263   0.807956E+03   0.282698E+02   0.920830E-01  -0.668496E+01
  1264   0.804901E+03   0.283978E+02   0.919980E-01  -0.725888E+01
  1265   0.801985E+03   0.285225E+02   0.919133E-01  -0.784146E+01
  1266   0.799061E+03   0.286448E+02   0.918288E-01  -0.843228E+01
  1267   0.796201E+03   0.287631E+02   0.917447E-01  -0.903139E+01
  1268   0.793414E+03   0.288805E+02   0.916608E-01  -0.963845E+01
  1269   0.790700E+03   0.289924E+02   0.915773E-01  -0.102527E+02
  1270   0.788021E+03   0.291019E+02   0.914941E-01  -0.108751E+02
  1271   0.785414E+03   0.292089E+02   0.914113E-01  -0.115040E+02
  1272   0.782850E+03   0.293128E+02   0.913288E-01  -0.121394E+02
  1273   0.780329E+03   0.294127E+02   0.912468E-01  -0.127815E+02
  1274   0.777880E+03   0.295088E+02   0.911651E-01  -0.134295E+02
  1275   0.775488E+03   0.296024E+02   0.910838E-01  -0.140827E+02
  1276   0.773146E+03   0.296928E+02   0.910030E-01  -0.147420E+02
  1277   0.770869E+03   0.297802E+02   0.909226E-01  -0.154058E+02
  1278   0.768649E+03   0.298636E+02   0.908426E-01  -0.160749E+02
  1279   0.766494E+03   0.299431E+02   0.907632E-01  -0.167480E+02
  1280   0.764404E+03   0.300203E+02   0.906841E-01  -0.174266E+02
  1281   0.762371E+03   0.300936E+02   0.906056E-01  -0.181077E+02
  1282   0.760403E+03   0.301630E+02   0.905276E-01  -0.187929E+02
  1283   0.758492E+03   0.302292E+02   0.904501E-01  -0.194815E+02
  1284   0.756646E+03   0.302917E+02   0.903732E-01  -0.201735E+02
  1285   0.754849E+03   0.303510E+02   0.902967E-01  -0.208675E+02
  1286   0.753118E+03   0.304057E+02   0.902209E-01  -0.215643E+02
  1287   0.751451E+03   0.304573E+02   0.901455E-01  -0.222625E+02
  1288   0.749849E+03   0.305050E+02   0.900708E-01  -0.229636E+02
  1289   0.748305E+03   0.305496E+02   0.899966E-01  -0.236647E+02
  1290   0.746818E+03   0.305897E+02   0.899230E-01  -0.243680E+02
  1291   0.745395E+03   0.306266E+02   0.898501E-01  -0.250722E+02
  1292   0.744031E+03   0.306582E+02   0.897777E-01  -0.257773E+02
  1293   0.742724E+03   0.306882E+02   0.897060E-01  -0.264834E+02
  1294   0.741490E+03   0.307136E+02   0.896349E-01  -0.271867E+02
  1295   0.740305E+03   0.307351E+02   0.895644E-01  -0.278918E+02
  1296   0.739179E+03   0.307536E+02   0.894946E-01  -0.285943E+02
  1297   0.738118E+03   0.307682E+02   0.894254E-01  -0.292973E+02
  1298   0.737115E+03   0.307789E+02   0.893569E-01  -0.299985E+02
  1299   0.736162E+03   0.307858E+02   0.892891E-01  -0.306987E+02
  1300   0.735283E+03   0.307881E+02   0.892219E-01  -0.313966E+02
  1301   0.734461E+03   0.307881E+02   0.891555E-01  -0.320921E+02
  1302   0.733691E+03   0.307834E+02   0.890897E-01  -0.327846E+02
  1303   0.732978E+03   0.307749E+02   0.890246E-01  -0.334757E+02
  1304   0.732324E+03   0.307633E+02   0.889603E-01  -0.341630E+02
  1305   0.731729E+03   0.307471E+02   0.888966E-01  -0.348482E+02
  1306   0.731176E+03   0.307285E+02   0.888337E-01  -0.355283E+02
  1307   0.730697E+03   0.307054E+02   0.887714E-01  -0.362041E+02
  1308   0.730270E+03   0.306784E+02   0.887099E-01  -0.368779E+02
  1309   0.729885E+03   0.306468E+02   0.886492E-01  -0.375453E+02
  1310   0.729567E+03   0.306128E+02   0.885891E-01  -0.382093E+02
  1311   0.729293E+03   0.305750E+02   0.885298E-01  -0.388676E+02
  1312   0.729099E+03   0.305341E+02   0.884713E-01  -0.395204E+02
  1313   0.728935E+03   0.304885E+02   0.884135E-01  -0.401684E+02
  1314   0.728830E+03   0.304399E+02   0.883564E-01  -0.408095E+02
  1315   0.728769E+03   0.303881E+02   0.883001E-01  -0.414451E+02
  1316   0.728767E+03   0.303317E+02   0.882445E-01  -0.420738E+02
  1317   0.728816E+03   0.302736E+02   0.881897E-01  -0.426965E+02
  1318   0.728903E+03   0.302103E+02   0.881356E-01  -0.433116E+02
  1319   0.729042E+03   0.301437E+02   0.880823E-01  -0.439206E+02
  1320   0.729225E+03   0.300740E+02   0.880297E-01  -0.445215E+02
  1321   0.729453E+03   0.300020E+02   0.879779E-01  -0.451157E+02
  1322   0.729734E+03   0.299245E+02   0.879268E-01  -0.457010E+02
  1323   0.730059E+03   0.298446E+02   0.878764E-01  -0.462782E+02
  1324   0.730430E+03   0.297616E+02   0.878269E-01  -0.468481E+02
  1325   0.730839E+03   0.296754E+02   0.877780E-01  -0.474085E+02
  1326   0.731300E+03   0.295860E+02   0.877299E-01  -0.479610E+02
  1327   0.731785E+03   0.294942E+02   0.876826E-01  -0.485047E+02
  1328   0.732331E+03   0.293991E+02   0.876359E-01  -0.490375E+02
  1329   0.732907E+03   0.293002E+02   0.875900E-01  -0.495625E+02
  1330   0.733523E+03   0.291980E+02   0.875449E-01  -0.500774E+02
  1331   0.734184E+03   0.290934E+02   0.875004E-01  -0.505822E+02
  1332   0.734870E+03   0.289855E+02   0.874567E-01  -0.510778E+02
  1333   0.735602E+03   0.288744E+02   0.874137E-01  -0.515619E+02
  1334   0.736367E+03   0.287616E+02   0.873714E-01  -0.520368E+02
  1335   0.737163E+03   0.286447E+02   0.873298E-01  -0.525010E+02
  1336   0.737999E+03   0.285261E+02   0.872889E-01  -0.529531E+02
  1337   0.738868E+03   0.284035E+02   0.872487E-01  -0.533954E+02
  1338   0.739762E+03   0.282791E+02   0.872092E-01  -0.538263E+02
  1339   0.740697E+03   0.281514E+02   0.871703E-01  -0.542467E+02
  1340   0.741657E+03   0.280219E+02   0.871321E-01  -0.546565E+02
  1341   0.742643E+03   0.278906E+02   0.870946E-01  -0.550536E+02
  1342   0.743655E+03   0.277559E+02   0.870577E-01  -0.554394E+02
  1343   0.744701E+03   0.276186E+02   0.870215E-01  -0.558134E+02
  1344   0.745773E+03   0.274788E+02   0.869859E-01  -0.561753E+02
  1345   0.746858E+03   0.273378E+02   0.869510E-01  -0.565247E+02
  1346   0.747976E+03   0.271935E+02   0.869166E-01  -0.568636E+02
  1347   0.749122E+03   0.270472E+02   0.868829E-01  -0.571892E+02
  1348   0.750281E+03   0.268991E+02   0.868497E-01  -0.575021E+02
  1349   0.751475E+03   0.267475E+02   0.868172E-01  -0.578025E+02
  1350   0.752674E+03   0.265955E+02   0.867852E-01  -0.580904E+02
  1351   0.753901E+03   0.264408E+02   0.867538E-01  -0.583656E+02
  1352   0.755135E+03   0.262842E+02   0.867230E-01  -0.586276E+02
  1353   0.756397E+03   0.261270E+02   0.866927E-01  -0.588771E+02
  1354   0.757665E+03   0.259672E+02   0.866629E-01  -0.591141E+02
  1355   0.758962E+03   0.258054E+02   0.866337E-01  -0.593379E+02
  1356   0.760273E+03   0.256430E+02   0.866050E-01  -0.595499E+02
  1357   0.761591E+03   0.254779E+02   0.865768E-01  -0.597472E+02
  1358   0.762909E+03   0.253116E+02   0.865490E-01  -0.599299E+02
  1359   0.764241E+03   0.251439E+02   0.865218E-01  -0.601017E+02
  1360   0.765566E+03   0.249765E+02   0.864950E-01  -0.602588E+02
  1361   0.766920E+03   0.248055E+02   0.864687E-01  -0.604035E+02
  1362   0.768260E+03   0.246339E+02   0.864428E-01  -0.605335E+02
  1363   0.769615E+03   0.244611E+02   0.864174E-01  -0.606527E+02
  1364   0.770949E+03   0.242876E+02   0.863924E-01  -0.607565E+02
  1365   0.772373E+03   0.241127E+02   0.863678E-01  -0.608464E+02
  1366   0.773723E+03   0.239365E+02   0.863435E-01  -0.609247E+02
  1367   0.775074E+03   0.237590E+02   0.863197E-01  -0.609891E+02
  1368   0.776501E+03   0.235823E+02   0.862962E-01  -0.610397E+02
  1369   0.777856E+03   0.234034E+02   0.862731E-01  -0.610764E+02
  1370   0.779211E+03   0.232246E+02   0.862503E-01  -0.611007E+02
  1371   0.780569E+03   0.230451E+02   0.862279E-01  -0.611111E+02
  1372   0.781929E+03   0.228650E+02   0.862058E-01  -0.611085E+02
  1373   0.783291E+03   0.226849E+02   0.861840E-01  -0.610927E+02
  1374   0.784655E+03   0.225040E+02   0.861624E-01  -0.610630E+02
  1375   0.786022E+03   0.223225E+02   0.861412E-01  -0.610209E+02
  1376   0.787392E+03   0.221409E+02   0.861202E-01  -0.609649E+02
  1377   0.788765E+03   0.219601E+02   0.860994E-01  -0.608964E+02
  1378   0.790140E+03   0.217770E+02   0.860789E-01  -0.608148E+02
  1379   0.791445E+03   0.215961E+02   0.860586E-01  -0.607200E+02
  1380   0.792753E+03   0.214129E+02   0.860386E-01  -0.606127E+02
  1381   0.794064E+03   0.212312E+02   0.860187E-01  -0.604915E+02
  1382   0.795231E+03   0.210494E+02   0.859990E-01  -0.603570E+02
  1383   0.796550E+03   0.208675E+02   0.859794E-01  -0.602108E+02
  1384   0.797725E+03   0.206862E+02   0.859600E-01  -0.600512E+02
  1385   0.798904E+03   0.205048E+02   0.859408E-01  -0.598791E+02
  1386   0.800087E+03   0.203241E+02   0.859216E-01  -0.596945E+02
  1387   0.801201E+03   0.201439E+02   0.859026E-01  -0.594972E+02
  1388   0.802468E+03   0.199636E+02   0.858836E-01  -0.592881E+02
  1389   0.803591E+03   0.197839E+02   0.858648E-01  -0.590655E+02
  1390   0.804645E+03   0.196054E+02   0.858460E-01  -0.588325E+02
  1391   0.805779E+03   0.194276E+02   0.858272E-01  -0.585868E+02
  1392   0.806844E+03   0.192502E+02   0.858085E-01  -0.583291E+02
  1393   0.807914E+03   0.190742E+02   0.857898E-01  -0.580594E+02
  1394   0.808915E+03   0.188986E+02   0.857711E-01  -0.577791E+02
  1395   0.809922E+03   0.187236E+02   0.857524E-01  -0.574860E+02
  1396   0.810936E+03   0.185505E+02   0.857337E-01  -0.571830E+02
  1397   0.811881E+03   0.183779E+02   0.857149E-01  -0.568678E+02
